,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
979,Guy Ritchie,Jason Statham,Holt McCallany,Jeffrey Donovan,Crime Action Adventure Thriller,wrath of man,Jason Statham Holt McCallany Jeffrey Donovan Guy Ritchie Crime Action Adventure Thriller
980,David Oyelowo,David Oyelowo,Rosario Dawson,Lonnie Chavis,Adventure,the water man,David Oyelowo Rosario Dawson Lonnie Chavis David Oyelowo Adventure
981,"Elaine Bogan, Ennio Torresan",Isabela Merced,Marsai Martin,Mckenna Grace,Animation Adventure Family Western,spirit untamed,"Isabela Merced Marsai Martin Mckenna Grace Elaine Bogan, Ennio Torresan Animation Adventure Family Western"
982,Antoine Fuqua,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,Science Fiction Action Adventure Thriller,infinite,Mark Wahlberg Chiwetel Ejiofor Sophie Cookson Antoine Fuqua Science Fiction Action Adventure Thriller
983,Will Gluck,James Corden,Rose Byrne,Domhnall Gleeson,Family Comedy Adventure Animation,peter rabbit 2: the runaway,James Corden Rose Byrne Domhnall Gleeson Will Gluck Family Comedy Adventure Animation
984,Enrico Casarosa,Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Animation Comedy Fantasy Adventure Family,luca,Jacob Tremblay Jack Dylan Grazer Emma Berman Enrico Casarosa Animation Comedy Fantasy Adventure Family
985,Justin Lin,Vin Diesel,John Cena,Michelle Rodriguez,Action Adventure Crime,f9,Vin Diesel John Cena Michelle Rodriguez Justin Lin Action Adventure Crime
986,Chris McKay,Chris Pratt,Yvonne Strahovski,J. K. Simmons,Action Science Fiction Adventure,the tomorrow war,Chris Pratt Yvonne Strahovski J. K. Simmons Chris McKay Action Science Fiction Adventure
987,Tom McGrath,Alec Baldwin,James Marsden,Amy Sedaris,Animation Comedy Adventure Family,the boss baby: family business,Alec Baldwin James Marsden Amy Sedaris Tom McGrath Animation Comedy Adventure Family
988,Cate Shortland,Scarlett Johansson,Florence Pugh,David Harbour,Action Adventure Science Fiction,black widow,Scarlett Johansson Florence Pugh David Harbour Cate Shortland Action Adventure Science Fiction
989,"Daryl Wein, Zoe Lister-Jones",Zoe Lister-Jones,Cailee Spaeny,Olivia Wilde,Science Fiction Thriller Mystery Action Adventure,how it ends,"Zoe Lister-Jones Cailee Spaeny Olivia Wilde Daryl Wein, Zoe Lister-Jones Science Fiction Thriller Mystery Action Adventure"
990,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",Emile Hirsch,Lexi Medrano,Charlie Saxton,Animation Fantasy Family Action Adventure,trollhunters: rise of the titans,"Emile Hirsch Lexi Medrano Charlie Saxton Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco Animation Fantasy Family Action Adventure"
991,Jaume Collet-Serra,Dwayne Johnson,Emily Blunt,Edgar RamÃ­rez,Action Adventure Fantasy,jungle cruise,Dwayne Johnson Emily Blunt Edgar RamÃ­rez Jaume Collet-Serra Action Adventure Fantasy
992,David Lowery,Dev Patel,Alicia Vikander,Joel Edgerton,Adventure Drama Fantasy,the green knight,Dev Patel Alicia Vikander Joel Edgerton David Lowery Adventure Drama Fantasy
993,James Gunn,Idris Elba,Margot Robbie,John Cena,Action Comedy Adventure,the suicide squad,Idris Elba Margot Robbie John Cena James Gunn Action Comedy Adventure
994,Shawn Levy,Ryan Reynolds,Jodie Comer,Lil Rel Howery,Comedy Adventure Science Fiction,free guy,Ryan Reynolds Jodie Comer Lil Rel Howery Shawn Levy Comedy Adventure Science Fiction
995,Dave Needham,Asher Bishop,David Tennant,Michelle Gomez,Animation Family Comedy Adventure Fantasy,the loud house movie,Asher Bishop David Tennant Michelle Gomez Dave Needham Animation Family Comedy Adventure Fantasy
996,Destin Daniel Cretton,Simu Liu,Awkwafina,Meng'er Zhang,Action Adventure Fantasy,shang-chi and the legend of the ten rings,Simu Liu Awkwafina Meng'er Zhang Destin Daniel Cretton Action Adventure Fantasy
997,"Robert Cullen, Jose Ucha",Vanessa Hudgens,Kimiko Glenn,James Marsden,Animation Family Fantasy Comedy Adventure,my little pony: a new generation,"Vanessa Hudgens Kimiko Glenn James Marsden Robert Cullen, Jose Ucha Animation Family Fantasy Comedy Adventure"
998,Andy Serkis,Tom Hardy,Michelle Williams,Naomie Harris,Science Fiction Action Adventure,venom: let there be carnage,Tom Hardy Michelle Williams Naomie Harris Andy Serkis Science Fiction Action Adventure
999,"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,ChloÃ« Grace Moretz,Family Animation Comedy Fantasy Adventure,the addams family 2,"Oscar Isaac Charlize Theron ChloÃ« Grace Moretz Conrad Vernon, Greg Tiernan Family Animation Comedy Fantasy Adventure"
1000,Cary Joji Fukunaga,Daniel Craig,Rami Malek,LÃ©a Seydoux,Action Adventure Thriller,no time to die,Daniel Craig Rami Malek LÃ©a Seydoux Cary Joji Fukunaga Action Adventure Thriller
1001,Denis Villeneuve,Timothee Chalamet,Rebecca Ferguson,Oscar Isaac,Science Fiction Adventure,dune,Timothee Chalamet Rebecca Ferguson Oscar Isaac Denis Villeneuve Science Fiction Adventure
1002,ChloÃ© Zhao,Gemma Chan,Richard Madden,Kumail Nanjiani,Science Fiction Action Adventure,eternals,Gemma Chan Richard Madden Kumail Nanjiani ChloÃ© Zhao Science Fiction Action Adventure
1003,Walt Becker,Jack Whitehall,Darby Camp,Tony Hale,Family Adventure Comedy Fantasy Animation,clifford the big red dog,Jack Whitehall Darby Camp Tony Hale Walt Becker Family Adventure Comedy Fantasy Animation
1004,Jason Reitman,Carrie Coon,Finn Wolfhard,Mckenna Grace,Fantasy Comedy Adventure Science Fiction,ghostbusters: afterlife,Carrie Coon Finn Wolfhard Mckenna Grace Jason Reitman Fantasy Comedy Adventure Science Fiction
1005,"David Silverman, Raymond S. Persi",Adam DeVine,Rachel Bloom,Zazie Beetz,Animation Comedy Family Adventure,extinct,"Adam DeVine Rachel Bloom Zazie Beetz David Silverman, Raymond S. Persi Animation Comedy Family Adventure"
1006,Clare Knight,Isla Fisher,Tim Minchin,Eric Bana,Family Animation Adventure Comedy,back to the outback,Isla Fisher Tim Minchin Eric Bana Clare Knight Family Animation Adventure Comedy
1007,Jon Watts,Tom Holland,Benedict Cumberbatch,Zendaya,Action Adventure Science Fiction,spider-man: no way home,Tom Holland Benedict Cumberbatch Zendaya Jon Watts Action Adventure Science Fiction
1008,Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Science Fiction Action Adventure,the matrix resurrections,Keanu Reeves Carrie-Anne Moss Yahya Abdul-Mateen II Lana Wachowski Science Fiction Action Adventure
1009,Matthew Vaughn,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Action Comedy Adventure Thriller,the king's man,Ralph Fiennes Gemma Arterton Rhys Ifans Matthew Vaughn Action Comedy Adventure Thriller
1010,Simon Kinberg,Jessica Chastain,PenÃ©lope Cruz,Bingbing Fan,Action Adventure Thriller,the 355,Jessica Chastain PenÃ©lope Cruz Bingbing Fan Simon Kinberg Action Adventure Thriller
1011,Edward John Drake,Timothy V. Murphy,Bruce Willis,Rob Gough,Action Adventure Thriller,american siege,Timothy V. Murphy Bruce Willis Rob Gough Edward John Drake Action Adventure Thriller
1012,"Derek Drymon, Jennifer Kluska",Andy Samberg,Selena Gomez,Kathryn Hahn,Animation Comedy Family Adventure Fantasy,hotel transylvania: transformania,"Andy Samberg Selena Gomez Kathryn Hahn Derek Drymon, Jennifer Kluska Animation Comedy Family Adventure Fantasy"
1013,Sean McNamara,Pierce Brosnan,Kaya Scodelario,Benjamin Walker,Fantasy Adventure Family,the king's daughter,Pierce Brosnan Kaya Scodelario Benjamin Walker Sean McNamara Fantasy Adventure Family
1014,Ray Giarratana,Christian Convery,Madalen Mills,Katharine McPhee,Adventure Family Drama,the tiger rising,Christian Convery Madalen Mills Katharine McPhee Ray Giarratana Adventure Family Drama
1015,John C. Donkin,Simon Pegg,Utkarsh Ambudkar,Justina Machado,Animation Comedy Adventure Family,the ice age adventures of buck wild,Simon Pegg Utkarsh Ambudkar Justina Machado John C. Donkin Animation Comedy Adventure Family
1016,Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,Science Fiction Adventure Action,moonfall,Halle Berry Patrick Wilson John Bradley Roland Emmerich Science Fiction Adventure Action
1017,Mark Williams,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith,Action Thriller Drama Adventure,blacklight,Liam Neeson Emmy Raver-Lampman Taylor John Smith Mark Williams Action Thriller Drama Adventure
1018,Ruben Fleischer,Tom Holland,Mark Wahlberg,Sophia Ali,Action Adventure,uncharted,Tom Holland Mark Wahlberg Sophia Ali Ruben Fleischer Action Adventure
1019,Erik Peter Carlson,Emily Shenaut,Brian Hull,Gabriel Burrafato,Fantasy Adventure Family,a fairy tale after all,Emily Shenaut Brian Hull Gabriel Burrafato Erik Peter Carlson Fantasy Adventure Family
1020,Shawn Levy,Ryan Reynolds,Walker Scobell,Mark Ruffalo,Adventure Science Fiction,the adam project,Ryan Reynolds Walker Scobell Mark Ruffalo Shawn Levy Adventure Science Fiction
1021,"Aaron Nee, Adam Nee",Sandra Bullock,Channing Tatum,Daniel Radcliffe,Action Adventure Comedy,the lost city,Sandra Bullock Channing Tatum Daniel Radcliffe Aaron Nee Adam Nee Action Adventure Comedy
1022,"Daniel Kwan, Daniel Scheinert",Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,Action Adventure Science Fiction,everything everywhere all at once,Michelle Yeoh Stephanie Hsu Ke Huy Quan Daniel Kwan Daniel Scheinert Action Adventure Science Fiction
1023,"Malgorzata Szumowska, Michal Englert",Naomi Watts,Billy Howle,Denis O'Hare,Thriller Adventure Drama Mystery,infinite storm,Naomi Watts Billy Howle Denis O'Hare Malgorzata Szumowska Michal Englert Thriller Adventure Drama Mystery
1024,Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Adventure Family Comedy,sonic the hedgehog 2,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Adventure Family Comedy
1025,David Yates,Eddie Redmayne,Jude Law,Ezra Miller,Fantasy Adventure,fantastic beasts: the secrets of dumbledore,Eddie Redmayne Jude Law Ezra Miller David Yates Fantasy Adventure
1026,Pierre Perifel,Sam Rockwell,Marc Maron,Awkwafina,Family Animation Adventure Comedy Crime,the bad guys,Sam Rockwell Marc Maron Awkwafina Pierre Perifel Family Animation Adventure Comedy Crime
1027,Robert Eggers,Alexander SkarsgÃ¥rd,Nicole Kidman,Claes Bang,Action Adventure Fantasy,the northman,Alexander SkarsgÃ¥rd Nicole Kidman Claes Bang Robert Eggers Action Adventure Fantasy
1028,Sean O'Reilly,Bruce Willis,Michael Rooker,unknown,Science Fiction Action Thriller Adventure,corrective measures,Bruce Willis Michael Rooker unknown Sean O'Reilly Science Fiction Action Thriller Adventure
1029,Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Fantasy Action Adventure,doctor strange in the multiverse of madness,Benedict Cumberbatch Elizabeth Olsen Chiwetel Ejiofor Sam Raimi Fantasy Action Adventure
1030,Mark A.Z. DippÃÂ©,Pete Davidson,J. K. Simmons,David Koechner,Animation Family Comedy Adventure,marmaduke,Pete Davidson J. K. Simmons David Koechner Mark A.Z. DippÃÂ© Animation Family Comedy Adventure
1031,Akiva Schaffer,John Mulaney,Andy Samberg,KiKi Layne,Animation Family Comedy Adventure Mystery,chip 'n dale: rescue rangers,John Mulaney Andy Samberg KiKi Layne Akiva Schaffer Animation Family Comedy Adventure Mystery
1032,"Loren Bouchard, Bernard Derriman",H. Jon Benjamin,Dan Mintz,Eugene Mirman,Animation Adventure Comedy,the bob's burgers movie,H. Jon Benjamin Dan Mintz Eugene Mirman Loren Bouchard Bernard Derriman Animation Adventure Comedy
1033,Matthew Reilly,Elsa Pataky,Luke Bracey,unknown,Action Thriller Adventure,interceptor,Elsa Pataky Luke Bracey unknown Matthew Reilly Action Thriller Adventure
1034,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Adventure Action Science Fiction,jurassic world dominion,Chris Pratt Bryce Dallas Howard Laura Dern Colin Trevorrow Adventure Action Science Fiction
1035,Angus MacLane,Chris Evans,Keke Palmer,Peter Sohn,Animation Science Fiction Family Adventure,lightyear,Chris Evans Keke Palmer Peter Sohn Angus MacLane Animation Science Fiction Family Adventure
1036,Patrick Hughes,Kevin Hart,Woody Harrelson,Kaley Cuoco,Action Adventure Comedy,the man from toronto,Kevin Hart Woody Harrelson Kaley Cuoco Patrick Hughes Action Adventure Comedy
1037,Chris Williams,Karl Urban,Zaris-Angel Hator,Jared Harris,Animation Adventure Family Fantasy,the sea beast,Karl Urban Zaris-Angel Hator Jared Harris Chris Williams Animation Adventure Family Fantasy
1038,Kyle Balda,Steve Carell,Pierre Coffin,Taraji P. Henson,Animation Comedy Family Adventure,minions: the rise of gru,Steve Carell Pierre Coffin Taraji P. Henson Kyle Balda Animation Comedy Family Adventure
1039,"Rob Minkoff, Mark Koetsier, Chris Bailey",Michael Cera,Ricky Gervais,Mel Brooks,Animation Action Adventure Comedy Family,paws of fury: the legend of hank,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier, Chris Bailey Animation Action Adventure Comedy Family"
1040,Peggy Holmes,Eva Noblezada,Simon Pegg,Jane Fonda,Animation Adventure Comedy Fantasy,luck,Eva Noblezada Simon Pegg Jane Fonda Peggy Holmes Animation Adventure Comedy Fantasy
1041,"Henry Joost, Ariel Schulman",Owen Wilson,Walker Scobell,Jesse Williams,Action Adventure Comedy Science Fiction Family,secret headquarters,Owen Wilson Walker Scobell Jesse Williams Henry Joost Ariel Schulman Action Adventure Comedy Science Fiction Family
1042,Lena Dunham,Bella Ramsey,Billie Piper,Andrew Scott,Adventure Comedy,catherine called birdy,Bella Ramsey Billie Piper Andrew Scott Lena Dunham Adventure Comedy
1043,Jeff Wadlow,Marlon Wayans,Priah Ferguson,Kelly Rowland,Adventure Comedy Horror Family,the curse of bridge hollow,Marlon Wayans Priah Ferguson Kelly Rowland Jeff Wadlow Adventure Comedy Horror Family
1044,Paul Feig,Sophia Anne Caruso,Sofia Wylie,Laurence Fishburne,Fantasy Comedy Adventure Drama,the school for good and evil,Sophia Anne Caruso Sofia Wylie Laurence Fishburne Paul Feig Fantasy Comedy Adventure Drama
1045,Jaume Collet-Serra,Dwayne Johnson,Aldis Hodge,Noah Centineo,Action Adventure Science Fiction,black adam,Dwayne Johnson Aldis Hodge Noah Centineo Jaume Collet-Serra Action Adventure Science Fiction
1046,Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Helena Bonham Carter,Adventure Mystery Crime,enola holmes 2,Millie Bobby Brown Henry Cavill Helena Bonham Carter Harry Bradbeer Adventure Mystery Crime
1047,Nora Twomey,Jacob Tremblay,Gaten Matarazzo,Golshifteh Farahani,Animation Adventure Family Fantasy Comedy,my father's dragon,Jacob Tremblay Gaten Matarazzo Golshifteh Farahani Nora Twomey Animation Adventure Family Fantasy Comedy
1048,Ryan Coogler,Letitia Wright,Lupita Nyong'o,Danai Gurira,Action Adventure Science Fiction,black panther: wakanda forever,Letitia Wright Lupita Nyong'o Danai Gurira Ryan Coogler Action Adventure Science Fiction
1049,Don Hall,Jake Gyllenhaal,Dennis Quaid,Jaboukie Young-White,Animation Family Adventure Science Fiction Fantasy,strange world,Jake Gyllenhaal Dennis Quaid Jaboukie Young-White Don Hall Animation Family Adventure Science Fiction Fantasy
1050,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Science Fiction Adventure Action,avatar: the way of water,Sam Worthington Zoe Saldana Sigourney Weaver James Cameron Science Fiction Adventure Action
1051,Joel Crawford,Antonio Banderas,Salma Hayek,Harvey GuillÃ©n,Animation Adventure Fantasy Comedy Family,puss in boots: the last wish,Antonio Banderas Salma Hayek Harvey GuillÃ©n Joel Crawford Animation Adventure Fantasy Comedy Family
1052,Stephen Herek,Rob Lowe,Johnny Berchtold,Kimberly Williams-Paisley,Family Adventure Drama,dog gone,Rob Lowe Johnny Berchtold Kimberly Williams-Paisley Stephen Herek Family Adventure Drama
1053,Peyton Reed,Paul Rudd,Evangeline Lilly,Jonathan Majors,Action Adventure Science Fiction,ant-man and the wasp: quantumania,Paul Rudd Evangeline Lilly Jonathan Majors Peyton Reed Action Adventure Science Fiction
1054,Christopher Landon,David Harbour,Anthony Mackie,Jahi Di'Allo Winston,Comedy Fantasy Family Adventure Horror,we have a ghost,David Harbour Anthony Mackie Jahi Di'Allo Winston Christopher Landon Comedy Fantasy Family Adventure Horror
1055,Guy Ritchie,Jason Statham,Aubrey Plaza,Josh Hartnett,Action Thriller Comedy Adventure,operation fortune: ruse de guerre,Jason Statham Aubrey Plaza Josh Hartnett Guy Ritchie Action Thriller Comedy Adventure
1056,"Scott Beck, Bryan Woods",Adam Driver,Ariana Greenblatt,Chloe Coleman,Science Fiction Action Adventure Thriller,65,"Adam Driver Ariana Greenblatt Chloe Coleman Scott Beck, Bryan Woods Science Fiction Action Adventure Thriller"
1057,Wendy Rogers,Noah Jupe,Benedict Wong,Sian Clifford,Animation Adventure Family Fantasy Comedy,the magician's elephant,Noah Jupe Benedict Wong Sian Clifford Wendy Rogers Animation Adventure Family Fantasy Comedy
1058,Paul Weitz,Jane Fonda,Lily Tomlin,Malcolm McDowell,Fantasy Animation Adventure,moving on,Jane Fonda Lily Tomlin Malcolm McDowell Paul Weitz Fantasy Animation Adventure
1059,"John Francis Daley, Jonathan Goldstein",Chris Pine,Michelle Rodriguez,RegÃ©-Jean Page,Adventure Fantasy Comedy,dungeons & dragons: honor among thieves,Chris Pine Michelle Rodriguez RegÃ©-Jean Page John Francis Daley Jonathan Goldstein Adventure Fantasy Comedy
1060,"Aaron Horvath, Michael Jelenic",Chris Pratt,Anya Taylor-Joy,Charlie Day,Animation Family Adventure Fantasy Comedy,the super mario bros. movie,"Chris Pratt Anya Taylor-Joy Charlie Day Aaron Horvath, Michael Jelenic Animation Family Adventure Fantasy Comedy"
1061,JonÃ¡s CuarÃ³n,DemiÃ¡n Bichir,Christian Slater,Evan Whitten,Adventure Fantasy Family,chupa,DemiÃ¡n Bichir Christian Slater Evan Whitten JonÃ¡s CuarÃ³n Adventure Fantasy Family
1062,Ari Aster,Joaquin Phoenix,Patti LuPone,Nathan Lane,Comedy Adventure Fantasy,beau is afraid,Joaquin Phoenix Patti LuPone Nathan Lane Ari Aster Comedy Adventure Fantasy
1063,David Lowery,Jude Law,Alexander Molony,Ever Anderson,Family Fantasy Action Adventure,peter pan & wendy,Jude Law Alexander Molony Ever Anderson David Lowery Family Fantasy Action Adventure
1064,Jalmari Helander,Jorma Tommila,Aksel Hennie,Jack Doolan,Action War Adventure,sisu,Jorma Tommila Aksel Hennie Jack Doolan Jalmari Helander Action War Adventure
1065,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Science Fiction Adventure Action,guardians of the galaxy vol. 3,Chris Pratt Zoe Saldana Dave Bautista James Gunn Science Fiction Adventure Action
1066,Kyle Patrick Alvarez,Isaiah Russell-Bailey,Mckenna Grace,Billy Barratt,Science Fiction Action Adventure Family,crater,Isaiah Russell-Bailey Mckenna Grace Billy Barratt Kyle Patrick Alvarez Science Fiction Action Adventure Family
1067,Tomasz BagiÃÂski,Mackenyu,Famke Janssen,Madison Iseman,Fantasy Action Adventure,knights of the zodiac,Mackenyu Famke Janssen Madison Iseman Tomasz BagiÃÂski Fantasy Action Adventure
1068,Rob Marshall,Halle Bailey,Jonah Hauer-King,Daveed Diggs,Adventure Family Fantasy Romance,the little mermaid,Halle Bailey Jonah Hauer-King Daveed Diggs Rob Marshall Adventure Family Fantasy Romance
1069,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson",Shameik Moore,Hailee Steinfeld,Brian Tyree Henry,Animation Action Adventure Science Fiction,spider-man: across the spider-verse,"Shameik Moore Hailee Steinfeld Brian Tyree Henry Joaquim Dos Santos, Kemp Powers, Justin K. Thompson Animation Action Adventure Science Fiction"
1070,Steven Caple Jr.,Anthony Ramos,Dominique Fishback,Luna Lauren Velez,Science Fiction Adventure Action,transformers: rise of the beasts,Anthony Ramos Dominique Fishback Luna Lauren Velez Steven Caple Jr. Science Fiction Adventure Action
