director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,Science Fiction Adventure Action,moonfall,Halle Berry Patrick Wilson John Bradley Roland Emmerich Science Fiction Adventure Action
Tim Kirkby,Charlie Hunnam,Mel Gibson,Morena Baccarin,Action Crime Thriller,last looks,Charlie Hunnam Mel Gibson Morena Baccarin Tim Kirkby Action Crime Thriller
Mark Williams,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith,Action Thriller Drama Adventure,blacklight,Liam Neeson Emmy Raver-Lampman Taylor John Smith Mark Williams Action Thriller Drama Adventure
Roel ReinÃ©,Iko Uwais,Lewis Tan,Lawrence Kao,Action Fantasy,fistful of vengeance,Iko Uwais Lewis Tan Lawrence Kao Roel ReinÃ© Action Fantasy
Ruben Fleischer,Tom Holland,Mark Wahlberg,Sophia Ali,Action Adventure,uncharted,Tom Holland Mark Wahlberg Sophia Ali Ruben Fleischer Action Adventure
Edward John Drake,Devon Sawa,Bruce Willis,Luke Wilson,Action Thriller Crime Mystery,gasoline alley,Devon Sawa Bruce Willis Luke Wilson Edward John Drake Action Thriller Crime Mystery
Wes Miller,Kevin Dillon,Bruce Willis,Gianni Capaldi,Action Thriller Crime Drama,a day to die,Kevin Dillon Bruce Willis Gianni Capaldi Wes Miller Action Thriller Crime Drama
Jon McDonald,Cary Elwes,Penelope Mitchell,Elaine Tan,Action Science Fiction Comedy,the hyperions,Cary Elwes Penelope Mitchell Elaine Tan Jon McDonald Action Science Fiction Comedy
"Aaron Nee, Adam Nee",Sandra Bullock,Channing Tatum,Daniel Radcliffe,Action Adventure Comedy,the lost city,Sandra Bullock Channing Tatum Daniel Radcliffe Aaron Nee Adam Nee Action Adventure Comedy
"Daniel Kwan, Daniel Scheinert",Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,Action Adventure Science Fiction,everything everywhere all at once,Michelle Yeoh Stephanie Hsu Ke Huy Quan Daniel Kwan Daniel Scheinert Action Adventure Science Fiction
Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,Action Science Fiction Fantasy,morbius,Jared Leto Matt Smith Adria Arjona Daniel Espinosa Action Science Fiction Fantasy
Tarik Saleh,Chris Pine,Ben Foster,Gillian Jacobs,Drama Action Thriller,the contractor,Chris Pine Ben Foster Gillian Jacobs Tarik Saleh Drama Action Thriller
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Adventure Family Comedy,sonic the hedgehog 2,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Adventure Family Comedy
Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza GonzÃ¡lez,Thriller Action Crime,ambulance,Jake Gyllenhaal Yahya Abdul-Mateen II Eiza GonzÃ¡lez Michael Bay Thriller Action Crime
Janus Metz Pedersen,Chris Pine,Thandiwe Newton,Laurence Fishburne,Thriller Action,all the old knives,Chris Pine Thandiwe Newton Laurence Fishburne Janus Metz Pedersen Thriller Action
Robert Eggers,Alexander SkarsgÃ¥rd,Nicole Kidman,Claes Bang,Action Adventure Fantasy,the northman,Alexander SkarsgÃ¥rd Nicole Kidman Claes Bang Robert Eggers Action Adventure Fantasy
Tom Gormican,Nicolas Cage,Pedro Pascal,Sharon Horgan,Action Comedy Crime,the unbearable weight of massive talent,Nicolas Cage Pedro Pascal Sharon Horgan Tom Gormican Action Comedy Crime
Barry Levinson,Ben Foster,Vicky Krieps,Billy Magnussen,History Action Drama TV Movie,the survivor,Ben Foster Vicky Krieps Billy Magnussen Barry Levinson History Action Drama TV Movie
Martin Campbell,Liam Neeson,Guy Pearce,Monica Bellucci,Action Thriller Crime,memory,Liam Neeson Guy Pearce Monica Bellucci Martin Campbell Action Thriller Crime
Josh Sternfeld,Jesse Metcalfe,Bruce Willis,Chad Michael Murray,Action Thriller Crime,fortress: sniper's eye,Jesse Metcalfe Bruce Willis Chad Michael Murray Josh Sternfeld Action Thriller Crime
Sean O'Reilly,Bruce Willis,Michael Rooker,unknown,Science Fiction Action Thriller Adventure,corrective measures,Bruce Willis Michael Rooker unknown Sean O'Reilly Science Fiction Action Thriller Adventure
Sam Raimi,Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Fantasy Action Adventure,doctor strange in the multiverse of madness,Benedict Cumberbatch Elizabeth Olsen Chiwetel Ejiofor Sam Raimi Fantasy Action Adventure
Jared Cohn,Clive Standen,Theo Rossi,Mike Tyson,Action Crime,vendetta,Clive Standen Theo Rossi Mike Tyson Jared Cohn Action Crime
Joseph Kosinski,Tom Cruise,Miles Teller,Jennifer Connelly,Action Drama,top gun: maverick,Tom Cruise Miles Teller Jennifer Connelly Joseph Kosinski Action Drama
Matthew Reilly,Elsa Pataky,Luke Bracey,unknown,Action Thriller Adventure,interceptor,Elsa Pataky Luke Bracey unknown Matthew Reilly Action Thriller Adventure
Jesse V. Johnson,Michael Rooker,Bruce Willis,Olga Kurylenko,Action Crime Thriller,white elephant,Michael Rooker Bruce Willis Olga Kurylenko Jesse V. Johnson Action Crime Thriller
Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Adventure Action Science Fiction,jurassic world dominion,Chris Pratt Bryce Dallas Howard Laura Dern Colin Trevorrow Adventure Action Science Fiction
Patrick Hughes,Kevin Hart,Woody Harrelson,Kaley Cuoco,Action Adventure Comedy,the man from toronto,Kevin Hart Woody Harrelson Kaley Cuoco Patrick Hughes Action Adventure Comedy
Le-Van Kiet,Joey King,Dominic Cooper,Olga Kurylenko,Action Fantasy,the princess,Joey King Dominic Cooper Olga Kurylenko Le-Van Kiet Action Fantasy
James Cullen Bressack,Kevin Dillon,Mel Gibson,unknown,Thriller Action,hot seat,Kevin Dillon Mel Gibson unknown James Cullen Bressack Thriller Action
Taika Waititi,Chris Hemsworth,Christian Bale,Tessa Thompson,Fantasy Action Comedy,thor: love and thunder,Chris Hemsworth Christian Bale Tessa Thompson Taika Waititi Fantasy Action Comedy
Russo brothers,Ryan Gosling,Chris Evans,Ana de Armas,Action Thriller,the gray man,Ryan Gosling Chris Evans Ana de Armas Russo brothers Action Thriller
"Rob Minkoff, Mark Koetsier, Chris Bailey",Michael Cera,Ricky Gervais,Mel Brooks,Animation Action Adventure Comedy Family,paws of fury: the legend of hank,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier, Chris Bailey Animation Action Adventure Comedy Family"
Mike Burns,Ashley Greene,Bruce Willis,unknown,Thriller Drama Crime Action,wrong place,Ashley Greene Bruce Willis unknown Mike Burns Thriller Drama Crime Action
Jared Stern,Dwayne Johnson,Kevin Hart,Kate McKinnon,Animation Action Family Comedy Science Fiction,dc league of super-pets,Dwayne Johnson Kevin Hart Kate McKinnon Jared Stern Animation Action Family Comedy Science Fiction
Jennifer N. Linch,Jennifer N. Linch,Noah Sargent,Mark Atkinson,Comedy Fantasy Action,kung fu ghost,Jennifer N. Linch Noah Sargent Mark Atkinson Jennifer N. Linch Comedy Fantasy Action
David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,Action Comedy Thriller,bullet train,Brad Pitt Joey King Aaron Taylor-Johnson David Leitch Action Comedy Thriller
"Andy Suriano, Ant Ward",Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith,Animation Action Science Fiction,rise of the teenage mutant ninja turtles: the movie,"Ben Schwartz Omar Benson Miller Brandon Mychal Smith Andy Suriano, Ant Ward Animation Action Science Fiction"
Dan Trachtenberg,Amber Midthunder,Dakota Beavers,Dane DiLiegro,Thriller Action Science Fiction,prey,Amber Midthunder Dakota Beavers Dane DiLiegro Dan Trachtenberg Thriller Action Science Fiction
"Henry Joost, Ariel Schulman",Owen Wilson,Walker Scobell,Jesse Williams,Action Adventure Comedy Science Fiction Family,secret headquarters,Owen Wilson Walker Scobell Jesse Williams Henry Joost Ariel Schulman Action Adventure Comedy Science Fiction Family
J. J. Perry,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Action Fantasy Horror Comedy,day shift,Jamie Foxx Dave Franco Natasha Liu Bordizzo J. J. Perry Action Fantasy Horror Comedy
Scott Mann,Grace Caroline Currey,Virginia Gardner,Mason Gooding,Thriller Action,fall,Grace Caroline Currey Virginia Gardner Mason Gooding Scott Mann Thriller Action
Baltasar KormÃ¡kur,Idris Elba,Sharlto Copley,Iyana Halley,Thriller Action Horror,beast,Idris Elba Sharlto Copley Iyana Halley Baltasar KormÃ¡kur Thriller Action Horror
Julius Avery,Sylvester Stallone,Javon Walton,Pilou AsbÃ¦k,Science Fiction Crime Action,samaritan,Sylvester Stallone Javon Walton Pilou AsbÃ¦k Julius Avery Science Fiction Crime Action
Matt Eskandari,Kevin Dillon,Bruce Willis,Oliver Trevena,Action Crime,wire room,Kevin Dillon Bruce Willis Oliver Trevena Matt Eskandari Action Crime
Andrew Baird,Machine Gun Kelly,Kevin Bacon,Travis Fimmel,Action Crime Thriller,one way,Machine Gun Kelly Kevin Bacon Travis Fimmel Andrew Baird Action Crime Thriller
Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,Action Drama History,the woman king,Viola Davis Thuso Mbedu Lashana Lynch Gina Prince-Bythewood Action Drama History
Christian Sesma,Ryan Kwanten,Dolph Lundgren,Dermot Mulroney,Action Thriller,section eight,Ryan Kwanten Dolph Lundgren Dermot Mulroney Christian Sesma Action Thriller
Anna Foerster,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Action Thriller,lou,Allison Janney Jurnee Smollett Logan Marshall-Green Anna Foerster Action Thriller
Walter Hill,Christoph Waltz,Willem Dafoe,Rachel Brosnahan,Western Thriller Action,dead for a dollar,Christoph Waltz Willem Dafoe Rachel Brosnahan Walter Hill Western Thriller Action
Jaume Collet-Serra,Dwayne Johnson,Aldis Hodge,Noah Centineo,Action Adventure Science Fiction,black adam,Dwayne Johnson Aldis Hodge Noah Centineo Jaume Collet-Serra Action Adventure Science Fiction
Edward John Drake,Bruce Willis,Lochlyn Munro,Jimmy Jean-Louis,Action Crime Thriller,detective knight: rogue,Bruce Willis Lochlyn Munro Jimmy Jean-Louis Edward John Drake Action Crime Thriller
Ryan Coogler,Letitia Wright,Lupita Nyong'o,Danai Gurira,Action Adventure Science Fiction,black panther: wakanda forever,Letitia Wright Lupita Nyong'o Danai Gurira Ryan Coogler Action Adventure Science Fiction
Chuck Russell,John Travolta,Bruce Willis,unknown,Action Crime Thriller,paradise city,John Travolta Bruce Willis unknown Chuck Russell Action Crime Thriller
J. D. Dillard,Jonathan Majors,Glen Powell,Christina Jackson,War Drama Action,devotion,Jonathan Majors Glen Powell Christina Jackson J. D. Dillard War Drama Action
Tommy Wirkola,David Harbour,John Leguizamo,Alex Hassell,Action Comedy Crime Fantasy,violent night,David Harbour John Leguizamo Alex Hassell Tommy Wirkola Action Comedy Crime Fantasy
Edward John Drake,Paul Johansson,Bruce Willis,unknown,Action Thriller,detective knight: redemption,Paul Johansson Bruce Willis unknown Edward John Drake Action Thriller
James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Science Fiction Adventure Action,avatar: the way of water,Sam Worthington Zoe Saldana Sigourney Weaver James Cameron Science Fiction Adventure Action
Jean-FranÃÂ§ois Richet,Gerard Butler,Mike Colter,Yoson An,Action,plane,Gerard Butler Mike Colter Yoson An Jean-FranÃÂ§ois Richet Action
Edward John Drake,Bruce Willis,unknown,unknown,Action Crime Thriller,detective knight: independence,Bruce Willis unknown unknown Edward John Drake Action Crime Thriller
Russell Mulcahy,Tyler Posey,Crystal Reed,Tyler Hoechlin,Action Fantasy TV Movie,teen wolf: the movie,Tyler Posey Crystal Reed Tyler Hoechlin Russell Mulcahy Action Fantasy TV Movie
Jason Moore,Jennifer Lopez,Josh Duhamel,SÃ´nia Braga,Action Comedy Romance,shotgun wedding,Jennifer Lopez Josh Duhamel SÃ´nia Braga Jason Moore Action Comedy Romance
Nicolas Harvard,Ryan Phillippe,Kate Bosworth,Ving Rhames,Mystery Thriller Action Crime Drama,the locksmith,Ryan Phillippe Kate Bosworth Ving Rhames Nicolas Harvard Mystery Thriller Action Crime Drama
Peyton Reed,Paul Rudd,Evangeline Lilly,Jonathan Majors,Action Adventure Science Fiction,ant-man and the wasp: quantumania,Paul Rudd Evangeline Lilly Jonathan Majors Peyton Reed Action Adventure Science Fiction
Michael B. Jordan,Michael B. Jordan,Tessa Thompson,Jonathan Majors,Drama Action,creed iii,Michael B. Jordan Tessa Thompson Jonathan Majors Michael B. Jordan Drama Action
Guy Ritchie,Jason Statham,Aubrey Plaza,Josh Hartnett,Action Thriller Comedy Adventure,operation fortune: ruse de guerre,Jason Statham Aubrey Plaza Josh Hartnett Guy Ritchie Action Thriller Comedy Adventure
"Scott Beck, Bryan Woods",Adam Driver,Ariana Greenblatt,Chloe Coleman,Science Fiction Action Adventure Thriller,65,"Adam Driver Ariana Greenblatt Chloe Coleman Scott Beck, Bryan Woods Science Fiction Action Adventure Thriller"
David F. Sandberg,Zachary Levi,Asher Angel,Jack Dylan Grazer,Comedy Action Fantasy,shazam! fury of the gods,Zachary Levi Asher Angel Jack Dylan Grazer David F. Sandberg Comedy Action Fantasy
Herbert James Winterstern,Skeet Ulrich,Anne Heche,Daniel Diemer,Action Drama,supercell,Skeet Ulrich Anne Heche Daniel Diemer Herbert James Winterstern Action Drama
Chad Stahelski,Keanu Reeves,Donnie Yen,Bill SkarsgÃ¥rd,Action Thriller Crime,john wick: chapter 4,Keanu Reeves Donnie Yen Bill SkarsgÃ¥rd Chad Stahelski Action Thriller Crime
Jordan Ross,Garrett Hedlund,Noah Schnapp,Victoria Justice,Mystery Thriller Action,the tutor,Garrett Hedlund Noah Schnapp Victoria Justice Jordan Ross Mystery Thriller Action
Jesse Atlas,Nomzamo Mbatha,Dominic Purcell,Bruce Willis,Action Thriller Science Fiction Crime,assassin,Nomzamo Mbatha Dominic Purcell Bruce Willis Jesse Atlas Action Thriller Science Fiction Crime
Catherine Hardwicke,Toni Collette,Monica Bellucci,Sophia Nomvete,Comedy Crime Action,mafia mamma,Toni Collette Monica Bellucci Sophia Nomvete Catherine Hardwicke Comedy Crime Action
Guy Ritchie,Jake Gyllenhaal,Dar Salim,Antony Starr,War Action Thriller,guy ritchie's the covenant,Jake Gyllenhaal Dar Salim Antony Starr Guy Ritchie War Action Thriller
Dexter Fletcher,Chris Evans,Ana de Armas,Adrien Brody,Action Comedy Romance,ghosted,Chris Evans Ana de Armas Adrien Brody Dexter Fletcher Action Comedy Romance
David Lowery,Jude Law,Alexander Molony,Ever Anderson,Family Fantasy Action Adventure,peter pan & wendy,Jude Law Alexander Molony Ever Anderson David Lowery Family Fantasy Action Adventure
Jalmari Helander,Jorma Tommila,Aksel Hennie,Jack Doolan,Action War Adventure,sisu,Jorma Tommila Aksel Hennie Jack Doolan Jalmari Helander Action War Adventure
James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Science Fiction Adventure Action,guardians of the galaxy vol. 3,Chris Pratt Zoe Saldana Dave Bautista James Gunn Science Fiction Adventure Action
Jesse V. Johnson,Thomas Jane,John Malkovich,Dominique Tipper,Action Thriller,one ranger,Thomas Jane John Malkovich Dominique Tipper Jesse V. Johnson Action Thriller
Niki Caro,Jennifer Lopez,Joseph Fiennes,Lucy Paez,Action Thriller,the mother,Jennifer Lopez Joseph Fiennes Lucy Paez Niki Caro Action Thriller
Kyle Patrick Alvarez,Isaiah Russell-Bailey,Mckenna Grace,Billy Barratt,Science Fiction Action Adventure Family,crater,Isaiah Russell-Bailey Mckenna Grace Billy Barratt Kyle Patrick Alvarez Science Fiction Action Adventure Family
Tomasz BagiÃÂski,Mackenyu,Famke Janssen,Madison Iseman,Fantasy Action Adventure,knights of the zodiac,Mackenyu Famke Janssen Madison Iseman Tomasz BagiÃÂski Fantasy Action Adventure
Tony Dean Smith,Jonathan Rhys Meyers,Jon Voight,Leah Gibson,Action Mystery Thriller,mercy,Jonathan Rhys Meyers Jon Voight Leah Gibson Tony Dean Smith Action Mystery Thriller
Louis Leterrier,Vin Diesel,Michelle Rodriguez,Tyrese Gibson,Action Crime Thriller,fast x,Vin Diesel Michelle Rodriguez Tyrese Gibson Louis Leterrier Action Crime Thriller
Ric Roman Waugh,Gerard Butler,Navid Negahban,Ali Fazal,Action Thriller,kandahar,Gerard Butler Navid Negahban Ali Fazal Ric Roman Waugh Action Thriller
Peter Atencio,Bert Kreischer,Mark Hamill,Jimmy Tatro,Comedy Action Crime,the machine,Bert Kreischer Mark Hamill Jimmy Tatro Peter Atencio Comedy Action Crime
"Matt Angel, Suzanne Coote",Lulu Wilson,Seann William Scott,Denise Burse,Action Horror Thriller,the wrath of becky,"Lulu Wilson Seann William Scott Denise Burse Matt Angel, Suzanne Coote Action Horror Thriller"
"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson",Shameik Moore,Hailee Steinfeld,Brian Tyree Henry,Animation Action Adventure Science Fiction,spider-man: across the spider-verse,"Shameik Moore Hailee Steinfeld Brian Tyree Henry Joaquim Dos Santos, Kemp Powers, Justin K. Thompson Animation Action Adventure Science Fiction"
Steven Caple Jr.,Anthony Ramos,Dominique Fishback,Luna Lauren Velez,Science Fiction Adventure Action,transformers: rise of the beasts,Anthony Ramos Dominique Fishback Luna Lauren Velez Steven Caple Jr. Science Fiction Adventure Action
Andy Muschietti,Ezra Miller,Sasha Calle,Michael Shannon,Action Adventure Science Fiction,the flash,Ezra Miller Sasha Calle Michael Shannon Andy Muschietti Action Adventure Science Fiction
Sam Hargrave,Chris Hemsworth,Golshifteh Farahani,Adam Bessa,Action Thriller,extraction 2,Chris Hemsworth Golshifteh Farahani Adam Bessa Sam Hargrave Action Thriller
Anthony Mandler,Letitia Wright,Jamie Bell,Michael K. Williams,Western Action Drama,surrounded,Letitia Wright Jamie Bell Michael K. Williams Anthony Mandler Western Action Drama
Nick Cassavetes,Nikolaj Coster-Waldau,Jamie Foxx,Maika Monroe,Thriller Action Crime,god is a bullet,Nikolaj Coster-Waldau Jamie Foxx Maika Monroe Nick Cassavetes Thriller Action Crime
James Mangold,Harrison Ford,Phoebe Waller-Bridge,Antonio Banderas,Adventure Action,indiana jones and the dial of destiny,Harrison Ford Phoebe Waller-Bridge Antonio Banderas James Mangold Adventure Action
Michael Oblowitz,Mel Gibson,Kate Bosworth,Dominic Purcell,Thriller Action Mystery,confidential informant,Mel Gibson Kate Bosworth Dominic Purcell Michael Oblowitz Thriller Action Mystery
Vincent Shade,R.J. Mitte,Christian Stolte,William Mark McCullough,Action Horror Science Fiction Thriller,the unseen,R.J. Mitte Christian Stolte William Mark McCullough Vincent Shade Action Horror Science Fiction Thriller
Alejandro Monteverde,Jim Caviezel,Mira Sorvino,Bill Camp,Action Drama,sound of freedom,Jim Caviezel Mira Sorvino Bill Camp Alejandro Monteverde Action Drama
Tyler Spindel,Adam DeVine,Nina Dobrev,Ellen Barkin,Romance Action Comedy,the out-laws,Adam DeVine Nina Dobrev Ellen Barkin Tyler Spindel Romance Action Comedy
Christopher McQuarrie,Tom Cruise,Hayley Atwell,Ving Rhames,Action Thriller,mission: impossible Ã¢ÂÂ dead reckoning part one,Tom Cruise Hayley Atwell Ving Rhames Christopher McQuarrie Action Thriller
Jackson Publick,James Urbaniak,Patrick Warburton,Michael Sinterniklaas,Animation Action Adventure Science Fiction,the venture bros.: radiant is the blood of the baboon heart,James Urbaniak Patrick Warburton Michael Sinterniklaas Jackson Publick Animation Action Adventure Science Fiction
Yuval Adler,Nicolas Cage,Joel Kinnaman,unknown,Action Thriller,sympathy for the devil,Nicolas Cage Joel Kinnaman unknown Yuval Adler Action Thriller
Jeff Rowe,Micah Abbey,Shamon Brown Jr.,Nicolas Cantu,Animation Comedy Action Science Fiction,teenage mutant ninja turtles: mutant mayhem,Micah Abbey Shamon Brown Jr. Nicolas Cantu Jeff Rowe Animation Comedy Action Science Fiction
Ben Wheatley,Jason Statham,Wu Jing,Sophia Cai,Action Science Fiction Horror,meg 2: the trench,Jason Statham Wu Jing Sophia Cai Ben Wheatley Action Science Fiction Horror
Tom Harper,Gal Gadot,Jamie Dornan,Alia Bhatt,Thriller Action,heart of stone,Gal Gadot Jamie Dornan Alia Bhatt Tom Harper Thriller Action
